UniprotAccession	Organism	Kingdom	ProteinLength	TMHelixFirst90
P62942	Homo sapiens	Metazoa	108	False
Q2THW7	Rattus norvegicus	Metazoa	715	True
Q69Z66	Mus musculus	Metazoa	819	False
Q99LT0	Mus musculus	Metazoa	99	False
O21619	Ovis aries	Metazoa	261	True
Q8R526	Mus musculus	Metazoa	2615	False
Q8NB91	Homo sapiens	Metazoa	859	False
O94617	Schizosaccharomyces pombe	Fungi	475	False
O13395	Mycosarcoma maydis	Fungi	1180	False
Q8N5Y2	Homo sapiens	Metazoa	521	False
Q9FGR0	Arabidopsis thaliana	Viridiplantae	1442	False
O08564	Rattus norvegicus	Metazoa	282	True
Q9WVC7	Rattus norvegicus	Metazoa	2314	False
A0A2I0C2C6	Plasmodium falciparum	Other	3078	False
Q14973	Homo sapiens	Metazoa	349	True
O74331	Schizosaccharomyces pombe	Fungi	363	False
Q6TCH4	Homo sapiens	Metazoa	344	True
P15873	Saccharomyces cerevisiae	Fungi	258	False
P19426	Mus musculus	Metazoa	375	False
Q16773	Homo sapiens	Metazoa	422	False
P35241	Homo sapiens	Metazoa	583	False
Q9Y4F3	Homo sapiens	Metazoa	1742	False
O49687	Arabidopsis thaliana	Viridiplantae	589	False
Q8CJ67	Mus musculus	Metazoa	570	False
Q03188	Homo sapiens	Metazoa	943	False
Q9Y2S7	Homo sapiens	Metazoa	368	False
B5X0I6	Arabidopsis thaliana	Viridiplantae	1091	False
Q95RA8	Drosophila melanogaster	Metazoa	219	False
Q21209	Caenorhabditis elegans	Metazoa	702	False
Q84Q77	Oryza sativa subsp. japonica	Viridiplantae	161	False
Q9XI00	Arabidopsis thaliana	Viridiplantae	328	False
Q9SR70	Arabidopsis thaliana	Viridiplantae	230	False
Q562E2	Mus musculus	Metazoa	927	False
Q501D5	Arabidopsis thaliana	Viridiplantae	589	False
P36532	Saccharomyces cerevisiae	Fungi	105	False
O13834	Schizosaccharomyces pombe	Fungi	3227	False
P00396	Bos taurus	Metazoa	514	True
E9PT37	Rattus norvegicus	Metazoa	1207	False
P11325	Saccharomyces cerevisiae	Fungi	894	False
Q05949	Saccharomyces cerevisiae	Fungi	395	False
Q07824	Saccharomyces cerevisiae	Fungi	586	False
Q1K5G1	Neurospora crassa	Fungi	320	False
P35869	Homo sapiens	Metazoa	848	False
Q02060	Spinacia oleracea	Viridiplantae	274	False
P0CY11	Saccharomyces cerevisiae	Fungi	126	False
P06168	Saccharomyces cerevisiae	Fungi	395	False
Q02336	Saccharomyces cerevisiae	Fungi	434	False
Q8W4I6	Arabidopsis thaliana	Viridiplantae	660	False
Q9Y3M2	Homo sapiens	Metazoa	126	False
Q9P2D8	Homo sapiens	Metazoa	2635	False
O94428	Schizosaccharomyces pombe	Fungi	115	False
Q4WW97	Aspergillus fumigatus	Fungi	292	False
Q16774	Homo sapiens	Metazoa	197	False
Q86WV1	Homo sapiens	Metazoa	359	False
Q7Z418	Homo sapiens	Metazoa	384	True
O22773	Arabidopsis thaliana	Viridiplantae	216	False
Q9BXJ9	Homo sapiens	Metazoa	866	False
A0A0A6YY25	Mus musculus	Metazoa	723	False
Q10362	Schizosaccharomyces pombe	Fungi	859	False
Q9UUC7	Schizosaccharomyces pombe	Fungi	366	False
Q91Z31	Mus musculus	Metazoa	531	False
P23326	Spinacia oleracea	Viridiplantae	159	False
Q5T7W0	Homo sapiens	Metazoa	954	False
Q96I59	Homo sapiens	Metazoa	477	False
Q12393	Saccharomyces cerevisiae	Fungi	293	False
A0A7J6KC99	Toxoplasma gondii	Other	7603	False
Q969T9	Homo sapiens	Metazoa	261	False
Q40089	Ipomoea batatas	Viridiplantae	200	False
Q4VAE3	Mus musculus	Metazoa	234	False
P33759	Saccharomyces cerevisiae	Fungi	307	False
P13788	Spinacia oleracea	Viridiplantae	201	False
B0F481	Arabidopsis thaliana	Viridiplantae	833	False
P54345	Chlamydomonas reinhardtii	Viridiplantae	156	False
Q9P7S9	Schizosaccharomyces pombe	Fungi	194	False
Q63472	Rattus norvegicus	Metazoa	962	False
Q9LS90	Arabidopsis thaliana	Viridiplantae	460	False
Q7Z2W9	Homo sapiens	Metazoa	205	False
P0DJH7	Gallus gallus	Metazoa	80	False
Q8LAC4	Arabidopsis thaliana	Viridiplantae	322	False
A2ALU4	Mus musculus	Metazoa	1481	False
Q06164	Saccharomyces cerevisiae	Fungi	1454	False
O75695	Homo sapiens	Metazoa	350	False
Q6PRD7	Homo sapiens	Metazoa	247	False
Q9SVQ3	Arabidopsis thaliana	Viridiplantae	517	False
Q8L774	Arabidopsis thaliana	Viridiplantae	389	False
P22681	Homo sapiens	Metazoa	906	False
P25042	Saccharomyces cerevisiae	Fungi	368	False
Q9C108	Schizosaccharomyces pombe	Fungi	163	False
P23500	Saccharomyces cerevisiae	Fungi	304	True
Q9UU84	Schizosaccharomyces pombe	Fungi	426	False
O22265	Arabidopsis thaliana	Viridiplantae	373	False
O35144	Mus musculus	Metazoa	541	False
P40237	Mus musculus	Metazoa	266	True
Q8IZY5	Homo sapiens	Metazoa	108	False
A0PJY2	Homo sapiens	Metazoa	475	False
Q12068	Saccharomyces cerevisiae	Fungi	342	False
P36121	Saccharomyces cerevisiae	Fungi	282	False
Q9SU14	Arabidopsis thaliana	Viridiplantae	282	False
Q12036	Saccharomyces cerevisiae	Fungi	173	False
F1NPG5	Gallus gallus	Metazoa	639	False
Q9ZNT7	Arabidopsis thaliana	Viridiplantae	286	True
Q9M3B8	Arabidopsis thaliana	Viridiplantae	597	False
O94679	Schizosaccharomyces pombe	Fungi	1158	False
P87052	Schizosaccharomyces pombe	Fungi	344	False
Q3E823	Saccharomyces cerevisiae	Fungi	68	False
P10662	Saccharomyces cerevisiae	Fungi	321	False
Q15466	Homo sapiens	Metazoa	257	False
Q9NWU2	Homo sapiens	Metazoa	228	False
P25801	Mus musculus	Metazoa	158	False
P32962	Arabidopsis thaliana	Viridiplantae	339	False
Q9JM05	Mus musculus	Metazoa	507	False
Q03375	Saccharomyces cerevisiae	Fungi	135	False
Q08926	Saccharomyces cerevisiae	Fungi	304	False
Q96VH4	Saccharomyces cerevisiae	Fungi	193	False
A0A3B3IS91	Homo sapiens	Metazoa	260	False
Q9TYT3	Caenorhabditis elegans	Metazoa	316	False
Q07436	Drosophila melanogaster	Metazoa	1427	False
B1ASB6	Mus musculus	Metazoa	1015	False
Q9VH70	Drosophila melanogaster	Metazoa	814	False
Q60817	Mus musculus	Metazoa	215	False
U4PAZ9	Caenorhabditis elegans	Metazoa	1112	False
Q8IY92	Homo sapiens	Metazoa	1834	False
Q92794	Homo sapiens	Metazoa	2004	False
Q9V968	Drosophila melanogaster	Metazoa	218	False
F4K3G5	Arabidopsis thaliana	Viridiplantae	1297	False
P34706	Caenorhabditis elegans	Metazoa	2150	False
P49769	Mus musculus	Metazoa	467	True
Q9Y7Z5	Schizosaccharomyces pombe	Fungi	279	True
P39985	Saccharomyces cerevisiae	Fungi	1022	False
P24473	Rattus norvegicus	Metazoa	226	False
Q969S2	Homo sapiens	Metazoa	332	False
A5A6S6	Oryctolagus cuniculus	Metazoa	295	True
Q9M9X4	Arabidopsis thaliana	Viridiplantae	295	False
G5EDT1	Caenorhabditis elegans	Metazoa	961	False
Q9XVS8	Caenorhabditis elegans	Metazoa	405	False
Q60EC2	Oryza sativa subsp. japonica	Viridiplantae	261	True
L0R6Q1	Homo sapiens	Metazoa	103	True
Q91XB0	Mus musculus	Metazoa	314	False
P40202	Saccharomyces cerevisiae	Fungi	249	False
Q9Y6N9	Homo sapiens	Metazoa	552	False
A0A2P1GIW3	Catharanthus roseus	Viridiplantae	320	False
P20436	Saccharomyces cerevisiae	Fungi	146	False
Q9BPY3	Homo sapiens	Metazoa	351	False
Q8GZ79	Arabidopsis thaliana	Viridiplantae	274	False
P12852	Chlamydomonas reinhardtii	Viridiplantae	199	False
Q9H6K1	Homo sapiens	Metazoa	298	False
O94888	Homo sapiens	Metazoa	489	False
O13046	Xenopus laevis	Metazoa	1127	False
Q8IZV2	Homo sapiens	Metazoa	173	True
P53167	Saccharomyces cerevisiae	Fungi	370	False
P62241	Homo sapiens	Metazoa	208	False
Q9USP9	Schizosaccharomyces pombe	Fungi	589	False
Q8H186	Arabidopsis thaliana	Viridiplantae	389	False
Q9BZR8	Homo sapiens	Metazoa	327	False
Q21446	Caenorhabditis elegans	Metazoa	539	False
Q5ABU7	Candida albicans	Fungi	564	False
Q96305	Arabidopsis thaliana	Viridiplantae	136	False
Q9HCN4	Homo sapiens	Metazoa	374	False
O88286	Mus musculus	Metazoa	1684	False
O80775	Arabidopsis thaliana	Viridiplantae	353	False
Q22663	Caenorhabditis elegans	Metazoa	183	False
P41846	Caenorhabditis elegans	Metazoa	1009	False
P51808	Homo sapiens	Metazoa	116	False
O82628	Arabidopsis thaliana	Viridiplantae	110	False
Q12117	Saccharomyces cerevisiae	Fungi	320	True
O23166	Arabidopsis thaliana	Viridiplantae	261	False
Q9S7G6	Arabidopsis thaliana	Viridiplantae	991	False
Q14690	Homo sapiens	Metazoa	1871	False
O82357	Arabidopsis thaliana	Viridiplantae	347	False
P41933	Caenorhabditis elegans	Metazoa	457	False
O43030	Schizosaccharomyces pombe	Fungi	287	False
Q9M3K7	Spinacia oleracea	Viridiplantae	101	False
P35639	Mus musculus	Metazoa	168	False
Q9ULX3	Homo sapiens	Metazoa	412	False
P36177	Euglena gracilis	Other	538	False
Q9Y448	Homo sapiens	Metazoa	316	False
P53804	Homo sapiens	Metazoa	2025	False
P58467	Mus musculus	Metazoa	439	False
Q53HV7	Homo sapiens	Metazoa	270	False
Q8WVC0	Homo sapiens	Metazoa	666	False
P07834	Saccharomyces cerevisiae	Fungi	779	False
Q63768	Rattus norvegicus	Metazoa	304	False
Q8I4V8	Plasmodium falciparum	Other	304	False
Q9R1C7	Mus musculus	Metazoa	953	False
Q5ANE3	Candida albicans	Fungi	170	True
P87152	Schizosaccharomyces pombe	Fungi	992	False
P41695	Saccharomyces cerevisiae	Fungi	1021	False
P48164	Saccharomyces cerevisiae	Fungi	190	False
Q02457	Saccharomyces cerevisiae	Fungi	562	False
Q06892	Saccharomyces cerevisiae	Fungi	414	False
Q7S054	Neurospora crassa	Fungi	300	False
P16458	Sterkiella nova	Other	385	False
P38927	Saccharomyces cerevisiae	Fungi	245	False
P38439	Saccharomyces cerevisiae	Fungi	464	False
P06785	Saccharomyces cerevisiae	Fungi	304	False
Q94EH2	Arabidopsis thaliana	Viridiplantae	210	True
Q86VP6	Homo sapiens	Metazoa	1230	False
Q5U5Q3	Homo sapiens	Metazoa	659	False
Q0WP44	Arabidopsis thaliana	Viridiplantae	1202	False
P54920	Homo sapiens	Metazoa	295	False
Q96ST2	Homo sapiens	Metazoa	819	False
Q94BQ3	Arabidopsis thaliana	Viridiplantae	757	False
P49728	Chlamydomonas reinhardtii	Viridiplantae	206	True
P10176	Homo sapiens	Metazoa	69	True
P40576	Saccharomyces cerevisiae	Fungi	216	True
Q969X6	Homo sapiens	Metazoa	686	False
Q9H444	Homo sapiens	Metazoa	224	False
Q91X52	Mus musculus	Metazoa	244	False
Q6P1J9	Homo sapiens	Metazoa	531	False
Q03151	Saccharomyces cerevisiae	Fungi	367	False
Q93Y52	Chlamydomonas reinhardtii	Viridiplantae	280	False
Q04779	Saccharomyces cerevisiae	Fungi	684	False
P38060	Mus musculus	Metazoa	325	False
Q8H443	Oryza sativa subsp. japonica	Viridiplantae	436	False
P0C2B6	Bos taurus	Metazoa	128	False
Q811D2	Mus musculus	Metazoa	1581	False
Q9CPP6	Mus musculus	Metazoa	116	False
Q9S7I0	Arabidopsis thaliana	Viridiplantae	1307	False
G5EGF8	Caenorhabditis elegans	Metazoa	354	False
Q6PCQ0	Mus musculus	Metazoa	778	False
P05982	Rattus norvegicus	Metazoa	274	False
Q96CM3	Homo sapiens	Metazoa	377	False
Q9FFG0	Arabidopsis thaliana	Viridiplantae	248	False
Q5VRD7	Oryza sativa subsp. japonica	Viridiplantae	53	True
Q94JZ8	Arabidopsis thaliana	Viridiplantae	468	False
Q9LJ87	Arabidopsis thaliana	Viridiplantae	415	False
Q96PN7	Homo sapiens	Metazoa	1200	False
Q09969	Caenorhabditis elegans	Metazoa	221	False
Q4PIR3	Schizosaccharomyces pombe	Fungi	250	False
D3YZI9	Mus musculus	Metazoa	523	False
O23193	Arabidopsis thaliana	Viridiplantae	236	False
Q10B19	Oryza sativa subsp. japonica	Viridiplantae	250	False
Q96NS1	Homo sapiens	Metazoa	127	False
Q8N699	Homo sapiens	Metazoa	235	False
P38313	Saccharomyces cerevisiae	Fungi	324	False
Q15637	Homo sapiens	Metazoa	639	False
O75955	Homo sapiens	Metazoa	427	False
Q60610	Mus musculus	Metazoa	1591	False
Q8TCY5	Homo sapiens	Metazoa	172	True
P32521	Saccharomyces cerevisiae	Fungi	1480	False
D6VTK4	Saccharomyces cerevisiae	Fungi	431	True
Q9M2Q6	Arabidopsis thaliana	Viridiplantae	354	False
P54725	Homo sapiens	Metazoa	363	False
P40847	Schizosaccharomyces pombe	Fungi	254	False
P36052	Saccharomyces cerevisiae	Fungi	402	False
F4JYE9	Arabidopsis thaliana	Viridiplantae	530	False
Q6PCM1	Mus musculus	Metazoa	1323	False
O75475	Homo sapiens	Metazoa	530	False
Q9NQ31	Homo sapiens	Metazoa	210	False
Q8K3W2	Mus musculus	Metazoa	274	False
F4JLC1	Arabidopsis thaliana	Viridiplantae	331	False
P19659	Saccharomyces cerevisiae	Fungi	1081	False
Q9NWS8	Homo sapiens	Metazoa	449	False
P38110	Saccharomyces cerevisiae	Fungi	2787	False
Q8C6L5	Mus musculus	Metazoa	507	False
Q80SY4	Mus musculus	Metazoa	1006	False
Q03615	Caenorhabditis elegans	Metazoa	305	False
Q9C757	Arabidopsis thaliana	Viridiplantae	580	True
Q9DB77	Mus musculus	Metazoa	453	False
Q9BQP7	Homo sapiens	Metazoa	344	False
Q14159	Homo sapiens	Metazoa	915	False
Q9UIG8	Homo sapiens	Metazoa	710	True
P31414	Arabidopsis thaliana	Viridiplantae	770	True
Q96B26	Homo sapiens	Metazoa	276	False
P10749	Mus musculus	Metazoa	269	False
Q2TAP0	Homo sapiens	Metazoa	167	False
Q9M1X2	Arabidopsis thaliana	Viridiplantae	279	False
O81787	Arabidopsis thaliana	Viridiplantae	527	False
P57680	Mus musculus	Metazoa	1005	True
P57741	Arabidopsis thaliana	Viridiplantae	195	False
Q9ER97	Mus musculus	Metazoa	151	False
P07665	Drosophila melanogaster	Metazoa	356	False
Q9H8M7	Homo sapiens	Metazoa	445	False
O61715	Caenorhabditis elegans	Metazoa	454	True
P12294	Saccharomyces cerevisiae	Fungi	476	False
P19263	Saccharomyces cerevisiae	Fungi	1082	False
Q7S4E7	Neurospora crassa	Fungi	124	False
Q9P7H8	Schizosaccharomyces pombe	Fungi	1679	False
Q12199	Saccharomyces cerevisiae	Fungi	356	False
Q6DFQ7	Xenopus tropicalis	Metazoa	342	True
Q9FYT6	Zea mays	Viridiplantae	715	False
P21951	Saccharomyces cerevisiae	Fungi	2222	False
J9VP29	Cryptococcus neoformans var. grubii serotype A	Fungi	331	False
Q9CR51	Mus musculus	Metazoa	118	False
P05423	Homo sapiens	Metazoa	398	False
Q9NVT9	Homo sapiens	Metazoa	282	False
Q5SNT2	Homo sapiens	Metazoa	666	False
B2D6P4	Caenorhabditis elegans	Metazoa	508	False
P33203	Saccharomyces cerevisiae	Fungi	583	False
Q4KLP8	Xenopus laevis	Metazoa	663	False
Q652K4	Oryza sativa subsp. japonica	Viridiplantae	315	False
Q00361	Bos taurus	Metazoa	71	False
Q6PJG6	Homo sapiens	Metazoa	821	False
P18583	Homo sapiens	Metazoa	2426	False
Q9SZ42	Arabidopsis thaliana	Viridiplantae	323	False
Q6NVF4	Mus musculus	Metazoa	1074	False
O13894	Schizosaccharomyces pombe	Fungi	124	False
Q9FNN3	Arabidopsis thaliana	Viridiplantae	908	False
Q04930	Saccharomyces cerevisiae	Fungi	467	False
P46655	Saccharomyces cerevisiae	Fungi	708	False
Q9UTT2	Schizosaccharomyces pombe	Fungi	1206	False
P39961	Saccharomyces cerevisiae	Fungi	794	False
Q9FEC1	Arabidopsis thaliana	Viridiplantae	172	False
P53854	Saccharomyces cerevisiae	Fungi	179	False
Q8VYL1	Arabidopsis thaliana	Viridiplantae	588	False
O60952	Dictyostelium discoideum	Other	199	False
Q9USX3	Schizosaccharomyces pombe	Fungi	406	False
Q6PFX2	Mus musculus	Metazoa	281	False
Q04341	Saccharomyces cerevisiae	Fungi	121	False
Q75WF1	Vanrija humicola	Fungi	370	False
Q96Q11	Homo sapiens	Metazoa	434	False
Q86TS9	Homo sapiens	Metazoa	123	False
P47007	Saccharomyces cerevisiae	Fungi	382	False
O74880	Schizosaccharomyces pombe	Fungi	360	False
P29467	Saccharomyces cerevisiae	Fungi	408	False
P23230	Chlamydomonas reinhardtii	Viridiplantae	160	True
P47167	Saccharomyces cerevisiae	Fungi	239	False
Q9P7U2	Schizosaccharomyces pombe	Fungi	351	False
P00927	Saccharomyces cerevisiae	Fungi	576	False
Q9NX47	Homo sapiens	Metazoa	278	False
A2IDD5	Homo sapiens	Metazoa	438	False
Q96HY7	Homo sapiens	Metazoa	919	False
Q9WV02	Mus musculus	Metazoa	391	False
Q9LTK0	Arabidopsis thaliana	Viridiplantae	191	False
Q02486	Saccharomyces cerevisiae	Fungi	183	False
Q7Z3K3	Homo sapiens	Metazoa	1410	False
A0A0D1CRC9	Mycosarcoma maydis	Fungi	534	False
Q9QXN0	Mus musculus	Metazoa	1986	False
G5ECU7	Caenorhabditis elegans	Metazoa	319	False
B2RZD2	Rattus norvegicus	Metazoa	229	True
O43913	Homo sapiens	Metazoa	435	False
P53914	Saccharomyces cerevisiae	Fungi	1056	False
Q8N1G0	Homo sapiens	Metazoa	1237	False
P55081	Homo sapiens	Metazoa	439	False
P10690	Spinacia oleracea	Viridiplantae	140	False
Q4PSU4	Arabidopsis thaliana	Viridiplantae	264	False
P40491	Saccharomyces cerevisiae	Fungi	155	False
O65220	Arabidopsis thaliana	Viridiplantae	281	False
P00973	Homo sapiens	Metazoa	400	False
O43070	Schizosaccharomyces pombe	Fungi	613	False
Q06706	Saccharomyces cerevisiae	Fungi	1349	False
Q9Z0D9	Mus musculus	Metazoa	354	True
G2TRN4	Schizosaccharomyces pombe	Fungi	104	False
P47035	Saccharomyces cerevisiae	Fungi	1189	False
Q7S300	Neurospora crassa	Fungi	138	False
O94826	Homo sapiens	Metazoa	608	True
O94468	Schizosaccharomyces pombe	Fungi	213	False
O94355	Schizosaccharomyces pombe	Fungi	240	False
P53335	Saccharomyces cerevisiae	Fungi	271	False
Q9LE82	Arabidopsis thaliana	Viridiplantae	535	False
Q9BXS1	Homo sapiens	Metazoa	227	False
P33201	Saccharomyces cerevisiae	Fungi	236	False
P41910	Saccharomyces cerevisiae	Fungi	395	False
P46674	Saccharomyces cerevisiae	Fungi	1301	False
Q10103	Schizosaccharomyces pombe	Fungi	960	False
Q7Z412	Homo sapiens	Metazoa	305	False
Q8WXU2	Homo sapiens	Metazoa	420	False
Q9H4X1	Homo sapiens	Metazoa	137	False
Q91YI1	Mus musculus	Metazoa	516	False
Q9XVI2	Caenorhabditis elegans	Metazoa	811	False
Q9Y5Z4	Homo sapiens	Metazoa	205	False
Q8IXP5	Homo sapiens	Metazoa	288	False
O00841	Dictyostelium discoideum	Other	802	False
Q10953	Caenorhabditis elegans	Metazoa	796	False
F7VJQ1	Homo sapiens	Metazoa	73	True
Q9P000	Homo sapiens	Metazoa	198	False
P31334	Saccharomyces cerevisiae	Fungi	269	False
P17429	Emericella nidulans	Fungi	876	False
Q9LN09	Arabidopsis thaliana	Viridiplantae	206	False
P17256	Rattus norvegicus	Metazoa	395	False
P53067	Saccharomyces cerevisiae	Fungi	1004	False
Q9LKW9	Arabidopsis thaliana	Viridiplantae	1146	True
Q9JHL0	Mus musculus	Metazoa	203	True
Q8K4V4	Rattus norvegicus	Metazoa	539	False
Q92565	Homo sapiens	Metazoa	580	False
Q7RXV8	Neurospora crassa	Fungi	449	False
P35203	Saccharomyces cerevisiae	Fungi	478	False
Q12045	Saccharomyces cerevisiae	Fungi	647	False
Q54HS3	Dictyostelium discoideum	Other	1486	False
P34708	Caenorhabditis elegans	Metazoa	1110	False
P0DO24	Arabidopsis thaliana	Viridiplantae	649	False
F4JTS8	Arabidopsis thaliana	Viridiplantae	2729	False
O75081	Homo sapiens	Metazoa	653	False
Q9SIW2	Arabidopsis thaliana	Viridiplantae	888	False
Q9UIA9	Homo sapiens	Metazoa	1087	False
Q92317	Saccharomyces cerevisiae	Fungi	146	False
J9VE33	Cryptococcus neoformans var. grubii serotype A	Fungi	1094	False
P32897	Saccharomyces cerevisiae	Fungi	222	True
Q921W0	Mus musculus	Metazoa	196	False
Q9CQT6	Mus musculus	Metazoa	229	False
Q5HZG9	Mus musculus	Metazoa	337	False
Q56Y52	Arabidopsis thaliana	Viridiplantae	467	False
Q86YT5	Homo sapiens	Metazoa	568	True
Q9JLI8	Mus musculus	Metazoa	962	False
O95571	Homo sapiens	Metazoa	254	False
E9P8D2	Saccharomyces cerevisiae	Fungi	229	False
O94308	Schizosaccharomyces pombe	Fungi	422	False
P38876	Saccharomyces cerevisiae	Fungi	190	False
Q5BJM8	Rattus norvegicus	Metazoa	378	True
P21357	Solanum tuberosum	Viridiplantae	538	False
Q0VD83	Homo sapiens	Metazoa	1097	False
Q9BRS2	Homo sapiens	Metazoa	568	False
Q10585	Schizosaccharomyces pombe	Fungi	124	False
Q03218	Saccharomyces cerevisiae	Fungi	510	False
P08593	Saccharomyces cerevisiae	Fungi	268	False
P18480	Saccharomyces cerevisiae	Fungi	905	False
Q9LR91	Arabidopsis thaliana	Viridiplantae	319	False
Q9PTD5	Gallus gallus	Metazoa	335	False
Q8VDF2	Mus musculus	Metazoa	782	False
Q9D495	Mus musculus	Metazoa	329	False
Q80WE1	Rattus norvegicus	Metazoa	593	False
Q9LQI7	Arabidopsis thaliana	Viridiplantae	227	False
Q3UN04	Mus musculus	Metazoa	517	True
Q09685	Schizosaccharomyces pombe	Fungi	411	False
P40473	Saccharomyces cerevisiae	Fungi	351	False
P38812	Saccharomyces cerevisiae	Fungi	185	False
O14368	Schizosaccharomyces pombe	Fungi	143	False
O95714	Homo sapiens	Metazoa	4834	False
Q06214	Saccharomyces cerevisiae	Fungi	492	False
Q8K0U4	Mus musculus	Metazoa	675	False
F4JCX9	Arabidopsis thaliana	Viridiplantae	663	False
A0A075TMP0	Penicillium expansum	Fungi	340	False
Q7TQD2	Mus musculus	Metazoa	218	False
Q9CX60	Mus musculus	Metazoa	105	False
P30551	Rattus norvegicus	Metazoa	444	True
P17665	Mus musculus	Metazoa	63	True
Q0WNB1	Arabidopsis thaliana	Viridiplantae	243	False
Q9LY00	Arabidopsis thaliana	Viridiplantae	294	False
Q18825	Caenorhabditis elegans	Metazoa	811	False
Q96S99	Homo sapiens	Metazoa	279	False
Q9UUA8	Schizosaccharomyces pombe	Fungi	120	False
H2L056	Caenorhabditis elegans	Metazoa	613	False
A0A286YD83	Mus musculus	Metazoa	63	True
Q6DBA5	Arabidopsis thaliana	Viridiplantae	205	False
P40337	Homo sapiens	Metazoa	213	False
Q9R1T5	Rattus norvegicus	Metazoa	312	False
Q07914	Saccharomyces cerevisiae	Fungi	168	True
A0A120KVW2	Trypanosoma brucei brucei	Other	1136	False
Q5T3J3	Homo sapiens	Metazoa	769	False
Q8R0N6	Mus musculus	Metazoa	465	False
Q9SU25	Arabidopsis thaliana	Viridiplantae	649	False
G5EEM0	Caenorhabditis elegans	Metazoa	418	False
Q9UTL6	Schizosaccharomyces pombe	Fungi	225	False
Q03385	Mus musculus	Metazoa	852	False
Q9HGM8	Schizosaccharomyces pombe	Fungi	695	False
Q01163	Saccharomyces cerevisiae	Fungi	450	False
Q9BZH6	Homo sapiens	Metazoa	1224	False
Q00723	Saccharomyces cerevisiae	Fungi	242	False
A0A163UT06	Caenorhabditis elegans	Metazoa	277	False
Q9VH36	Drosophila melanogaster	Metazoa	585	False
P16547	Saccharomyces cerevisiae	Fungi	393	True
P40567	Saccharomyces cerevisiae	Fungi	111	False
Q9HFR0	Schizosaccharomyces pombe	Fungi	437	False
A2A5K6	Mus musculus	Metazoa	1337	False
Q9Z0W3	Mus musculus	Metazoa	1402	False
F4ISV6	Arabidopsis thaliana	Viridiplantae	537	False
Q8IWZ4	Homo sapiens	Metazoa	224	False
Q9JKT3	Mus musculus	Metazoa	297	True
Q9EQR5	Mus musculus	Metazoa	269	True
Q9P2G3	Homo sapiens	Metazoa	628	False
P10627	Drosophila melanogaster	Metazoa	490	False
Q9M158	Arabidopsis thaliana	Viridiplantae	466	False
A3BK75	Oryza sativa subsp. japonica	Viridiplantae	482	False
P05084	Drosophila melanogaster	Metazoa	758	False
Q86V97	Homo sapiens	Metazoa	674	False
P62854	Homo sapiens	Metazoa	115	False
P36144	Saccharomyces cerevisiae	Fungi	274	False
P36056	Saccharomyces cerevisiae	Fungi	628	False
Q42510	Arabidopsis thaliana	Viridiplantae	1451	False
Q9LZ08	Arabidopsis thaliana	Viridiplantae	214	False
Q63430	Rattus norvegicus	Metazoa	154	False
Q9NPJ4	Homo sapiens	Metazoa	139	False
F4J8G7	Arabidopsis thaliana	Viridiplantae	2138	False
Q9VM92	Drosophila melanogaster	Metazoa	756	False
Q9DCX7	Mus musculus	Metazoa	243	True
O42709	Schizosaccharomyces pombe	Fungi	593	False
O94294	Schizosaccharomyces pombe	Fungi	886	False
P29350	Homo sapiens	Metazoa	595	False
Q68CK6	Homo sapiens	Metazoa	577	False
Q8NFV4	Homo sapiens	Metazoa	306	False
P03920	Bos taurus	Metazoa	606	True
Q9VZL5	Drosophila melanogaster	Metazoa	485	False
O14867	Homo sapiens	Metazoa	736	False
G5EG86	Caenorhabditis elegans	Metazoa	394	False
Q34807	Wickerhamomyces canadensis	Fungi	231	False
Q9ASY8	Arabidopsis thaliana	Viridiplantae	75	True
Q61818	Mus musculus	Metazoa	1889	False
Q9H1U9	Homo sapiens	Metazoa	297	True
P60323	Homo sapiens	Metazoa	173	False
Q9H777	Homo sapiens	Metazoa	363	False
Q9BXU7	Homo sapiens	Metazoa	913	False
Q7S2H6	Neurospora crassa	Fungi	310	False
Q0IGK1	Arabidopsis thaliana	Viridiplantae	445	False
Q42606	Arabidopsis thaliana	Viridiplantae	369	False
Q9STS7	Arabidopsis thaliana	Viridiplantae	353	False
Q9FNH6	Arabidopsis thaliana	Viridiplantae	231	True
Q9NX08	Homo sapiens	Metazoa	183	False
Q9P7P2	Schizosaccharomyces pombe	Fungi	528	False
O35671	Mus musculus	Metazoa	200	False
P25087	Saccharomyces cerevisiae	Fungi	383	False
Q9H5U6	Homo sapiens	Metazoa	513	False
Q9H840	Homo sapiens	Metazoa	131	False
Q86UV5	Homo sapiens	Metazoa	1035	False
P46678	Saccharomyces cerevisiae	Fungi	594	False
P52594	Homo sapiens	Metazoa	562	False
O13999	Schizosaccharomyces pombe	Fungi	187	True
Q7FZF1	Arabidopsis thaliana	Viridiplantae	203	False
P0C7P0	Homo sapiens	Metazoa	127	False
Q76NM6	Plasmodium falciparum	Other	611	False
Q9NQW8	Homo sapiens	Metazoa	809	False
P40532	Saccharomyces cerevisiae	Fungi	138	True
P53102	Saccharomyces cerevisiae	Fungi	219	False
Q03824	Saccharomyces cerevisiae	Fungi	705	False
O75575	Homo sapiens	Metazoa	148	False
C9JLW8	Homo sapiens	Metazoa	97	False
O75127	Homo sapiens	Metazoa	700	False
Q9LIQ6	Arabidopsis thaliana	Viridiplantae	234	False
O64517	Arabidopsis thaliana	Viridiplantae	418	False
